country,building_total_floors,apartment_rooms,apartment_bedrooms,apartment_total_area,price_in_USD
Turkey,8,2,1,65,144633
Turkey,5,2,1,66,144045
Turkey,15,5,4,165,160865
Turkey,20,1,1,80,250000
Turkey,9,3,2,90,176082
Turkey,6,2,1,60,260000
Turkey,8,2,1,50,215197
Turkey,12,3,2,130,179343
Turkey,10,2,1,65,163039
Turkey,6,3,2,95,132605
Turkey,10,1,1,50,149000
Turkey,15,3,2,150,159778
Turkey,4,3,2,105,111505
Turkey,8,3,2,121,168284
Turkey,10,3,2,90,211951
Turkey,20,1,4,230,251000
Turkey,3,3,2,72,174852
Turkey,11,3,2,130,286949
Turkey,9,3,2,120,215212
Turkey,5,2,1,65,195647
Turkey,9,2,1,50,149453
Turkey,22,3,2,76,152170
Turkey,10,3,2,135,151083
Turkey,6,2,1,57,119562
Turkey,8,3,2,120,177169
Turkey,12,2,1,49,172822
Turkey,12,2,1,65,272819
Turkey,14,3,2,113,171735
Turkey,7,3,2,106,270645
Turkey,12,3,2,75,220646
Turkey,15,2,1,62,180430
Turkey,6,3,2,120,157605
Turkey,4,2,1,58,149996
Turkey,8,2,1,50,122823
Turkey,9,3,2,110,185865
Turkey,4,3,2,90,191739
Turkey,2,3,2,77,249993
Turkey,5,4,3,133,282601
Turkey,4,2,1,90,217386
Turkey,5,2,1,55,149453
Turkey,10,2,1,60,146735
Turkey,12,3,2,105,135866
Turkey,5,3,2,100,167387
Turkey,13,2,1,76,116301
Turkey,5,1,1,75,128736
Turkey,10,5,4,220,184778
Turkey,8,5,4,220,302166
Turkey,4,2,1,57,314122
Turkey,8,2,1,52,216827
Turkey,4,2,1,51,204955
Turkey,10,3,2,100,178467
Turkey,12,2,1,65,149996
Turkey,28,2,1,66,212902
Turkey,6,2,1,50,183691
Turkey,5,2,1,50,204343
Turkey,24,3,2,105,317383
Turkey,13,3,2,91,231516
Turkey,5,3,2,90,227168
Turkey,10,2,1,75,260863
Turkey,13,4,3,142,201082
Turkey,9,3,2,110,192386
Turkey,12,4,3,160,169561
Turkey,4,4,3,135,142899
Turkey,5,1,1,69,185802
Montenegro,7,2,1,48,124188
Montenegro,5,2,1,45,136558
Montenegro,3,1,1,50,105104
Montenegro,13,2,1,40,123843
Montenegro,6,2,1,49,130459
Montenegro,7,2,1,43,108870
Montenegro,6,2,1,55,87096
Montenegro,5,4,2,90,157611
Montenegro,6,2,1,58,134667
Montenegro,5,2,2,98,239194
Montenegro,4,2,1,65,192482
Montenegro,5,3,2,59,249978
Montenegro,4,3,2,150,295199
Montenegro,6,3,2,85,171941
Montenegro,8,2,1,45,208847
Montenegro,8,3,2,71,208144
Montenegro,4,4,3,109,293471
Montenegro,8,2,1,49,293652
Montenegro,5,1,1,35,312196
Montenegro,11,2,1,57,140003
Montenegro,4,4,3,102,347056
Montenegro,10,3,2,116,511309
Montenegro,5,5,4,131,550948
Montenegro,13,4,3,127,517752
Montenegro,13,4,3,183,678300
Montenegro,3,3,2,183,956497
Montenegro,6,4,3,178,1654305
Montenegro,10,4,3,190,853608
Montenegro,12,3,2,118,848424
Montenegro,6,4,3,143,469399
Montenegro,8,2,1,55,343868
Montenegro,4,3,2,90,630418
Montenegro,12,3,2,101,629038
Montenegro,3,2,2,125,644554
Montenegro,6,3,2,130,380805
Montenegro,8,1,1,69,333634
Montenegro,11,3,2,73,181281
Montenegro,3,3,1,51,178087
Montenegro,4,2,1,47,160946
Montenegro,3,3,2,81,314992
Montenegro,6,2,1,37,62338
Montenegro,8,3,2,72,210914
Montenegro,6,2,1,54,197287
Montenegro,6,3,2,86,242916
Montenegro,8,1,1,54,200674
Montenegro,5,2,1,61,109460
Montenegro,1,1,1,33,75074
Montenegro,5,1,1,60,176945
Montenegro,7,1,1,36,69479
Montenegro,4,3,2,72,94024
Montenegro,11,2,1,57,147703
Montenegro,5,4,2,48,163576
Montenegro,7,3,2,61,118367
Montenegro,6,2,1,85,135743
Montenegro,7,2,1,51,126191
Montenegro,6,2,1,53,165449
Montenegro,5,2,1,53,156587
Montenegro,8,2,1,42,121886
Montenegro,5,2,1,55,173032
Turkey,7,1,1,72,147274
Turkey,12,3,2,101,115214
Turkey,6,1,1,35,136822
Turkey,4,3,2,85,201082
Turkey,7,2,1,46,165286
Turkey,8,2,2,110,171444
Turkey,15,3,2,120,157605
Turkey,4,4,3,110,275000
Turkey,2,3,2,86,271732
Montenegro,10,3,1,44,241053
Turkey,5,3,2,100,170648
Turkey,3,3,2,110,184778
Turkey,10,5,4,208,151083
Turkey,9,3,2,86,133692
Turkey,15,3,2,135,189126
Turkey,4,2,1,52,124997
Turkey,5,2,1,60,126000
Turkey,3,3,2,135,157050
Turkey,6,5,4,165,144561
Turkey,12,2,1,56,146188
Turkey,3,4,3,115,126084
Turkey,14,2,1,50,124997
Turkey,5,2,1,46,151800
Turkey,4,2,1,50,149996
Turkey,9,2,1,58,143475
Turkey,4,2,1,68,130431
Turkey,12,2,1,55,119562
Turkey,4,3,2,85,151083
Turkey,7,2,1,58,126650
Turkey,4,4,3,148,156518
Turkey,9,4,3,130,189126
Turkey,5,3,2,75,149996
Turkey,5,2,1,55,152283
Turkey,8,3,2,77,225448
Turkey,12,2,1,41,139000
Turkey,5,3,2,92,132453
Turkey,15,2,1,86,129344
Turkey,12,1,1,87,148269
Turkey,9,3,2,66,155100
Turkey,12,2,1,50,155431
Turkey,6,3,2,130,141301
Turkey,8,2,1,65,155346
Turkey,12,3,2,114,180000
Turkey,5,4,3,162,163473
Turkey,6,4,3,170,216751
Turkey,6,2,1,50,238037
Turkey,10,3,2,75,215212
Turkey,14,3,2,67,120649
Turkey,14,3,2,125,138040
Turkey,6,2,1,64,110000
Turkey,5,2,1,65,135866
Turkey,13,2,1,60,145000
Turkey,30,4,2,135,177727
Turkey,8,2,1,63,157605
Turkey,5,1,1,50,140231
Turkey,5,2,1,55,146735
Turkey,4,2,1,45,167387
Turkey,6,3,2,120,170648
Turkey,16,4,3,146,209777
Turkey,5,3,2,68,224400
Turkey,5,4,3,119,186952
Turkey,9,5,4,181,126084
Turkey,12,3,2,125,194560
Turkey,5,3,2,100,184778
Turkey,5,4,3,125,157605
Turkey,8,2,1,51,186622
Turkey,5,2,1,50,157605
Turkey,11,2,1,65,135133
Turkey,9,1,1,54,125696
Turkey,10,2,1,47,130997
Turkey,9,3,2,110,214125
Turkey,6,2,1,55,207833
Turkey,4,3,2,105,227168
Turkey,16,4,3,160,242385
Turkey,5,2,1,62,163039
Turkey,6,4,3,150,223907
Turkey,11,3,2,120,202169
Turkey,5,3,2,100,198908
Turkey,6,2,1,65,182604
Turkey,5,4,3,139,257602
Turkey,9,3,2,115,213891
Turkey,14,4,3,162,360860
Turkey,5,2,1,89,186952
Turkey,5,2,1,53,179460
Turkey,10,2,1,50,162763
Turkey,7,5,4,190,168474
Turkey,6,2,1,75,128258
Turkey,10,2,1,58,109967
Turkey,3,6,6,220,137024
Turkey,4,2,1,41,127171
Turkey,9,2,1,61,151083
Turkey,12,3,2,115,212196
Turkey,4,2,1,50,185149
Turkey,4,4,3,180,238037
Turkey,11,3,2,125,201342
Turkey,8,2,1,64,224000
Turkey,7,3,2,100,149000
Turkey,7,3,2,130,233690
Turkey,6,2,1,55,152170
Turkey,3,2,1,60,155431
Turkey,6,2,1,52,152170
Turkey,6,2,1,70,158692
Turkey,4,4,3,125,126084
Turkey,6,2,1,65,119562
Turkey,4,2,1,52,143234
Turkey,7,1,1,75,143791
Turkey,5,2,1,57,130431
Turkey,5,3,2,100,197426
Turkey,12,3,2,125,291297
Turkey,5,3,2,136,251080
Turkey,5,3,2,100,240000
Turkey,10,2,1,72,181191
Turkey,11,3,2,96,314487
Turkey,5,3,2,76,191668
Turkey,9,3,2,130,175017
Turkey,6,2,1,55,146735
Turkey,13,3,2,80,172822
Turkey,8,4,3,181,184778
Montenegro,3,3,2,111,524986
Turkey,12,3,2,92,225000
Turkey,7,2,1,46,250000
Turkey,5,3,2,134,282601
Turkey,3,2,1,94,226081
Turkey,18,3,2,125,317000
Turkey,5,2,1,61,158772
Turkey,16,3,2,108,163039
Turkey,3,2,1,55,141301
Turkey,3,2,1,63,139127
Turkey,6,3,2,110,130431
Turkey,10,4,3,169,189126
Turkey,5,2,1,50,184778
Turkey,14,3,2,115,190212
Turkey,3,3,2,92,283688
Turkey,15,2,1,55,261950
Turkey,4,3,2,88,234379
Turkey,5,5,4,223,246733
Turkey,17,5,4,205,252167
Turkey,5,2,1,48,159182
Turkey,7,1,1,58,155000
Turkey,14,3,2,110,159500
Turkey,9,2,1,55,135866
Turkey,5,2,1,55,157605
Turkey,5,2,1,55,131518
Turkey,5,4,3,213,168474
Turkey,2,3,2,95,170648
Turkey,3,4,3,120,228255
Turkey,11,4,3,160,227168
Turkey,10,4,3,155,148909
Turkey,6,2,1,58,146735
Turkey,6,5,4,198,189126
Turkey,4,4,3,165,226032
Turkey,6,3,2,100,220116
Turkey,4,4,3,125,220646
Turkey,8,4,3,140,189126
Turkey,6,2,1,68,186245
Turkey,14,5,4,170,139127
Turkey,45,2,1,72,200000
Turkey,5,4,3,145,161303
Turkey,8,2,1,55,136636
Turkey,5,3,2,110,228255
Turkey,5,2,1,63,236124
Turkey,4,2,1,67,238012
Turkey,5,2,1,50,183691
Turkey,7,2,1,65,130431
Turkey,12,2,1,55,155431
Turkey,5,2,1,60,173909
Turkey,5,2,1,60,158692
Turkey,5,4,3,207,151083
Turkey,4,2,1,61,171000
Turkey,21,3,2,212,211951
Turkey,7,3,2,90,197277
Turkey,12,3,2,165,207603
Turkey,13,2,1,51,198158
Turkey,10,4,3,140,239124
Turkey,7,2,1,48,240000
Turkey,9,2,2,100,143072
Turkey,5,2,1,75,128258
Turkey,4,4,3,105,159778
Turkey,4,2,1,66,181379
Turkey,3,2,1,50,201082
Turkey,5,2,1,44,183691
Montenegro,6,2,1,54,188926
Montenegro,3,3,2,74,186952
Turkey,4,2,1,57,241298
Turkey,4,2,1,65,266297
Turkey,26,3,2,100,222820
Turkey,2,3,2,63,247820
Turkey,3,5,4,180,206516
Turkey,4,3,2,146,151083
Turkey,12,2,1,65,215212
Turkey,7,1,1,72,135830
Turkey,5,3,2,106,105976
Turkey,5,2,1,70,157605
Turkey,5,2,1,44,161000
Turkey,5,2,1,50,145648
Turkey,10,3,2,110,173909
Turkey,4,2,1,67,228646
Turkey,6,2,1,50,124563
Turkey,6,2,1,50,129247
Turkey,5,2,1,56,183691
Turkey,12,4,3,143,128258
Montenegro,8,1,1,80,414037
Turkey,3,2,1,55,195107
Turkey,3,1,2,100,196271
Turkey,7,4,3,167,168474
Turkey,9,3,2,140,210864
Turkey,16,3,2,125,168474
Turkey,5,3,2,120,215212
Turkey,5,3,2,130,160865
Turkey,6,3,2,70,210000
Turkey,9,4,3,135,191441
Turkey,10,2,1,60,142388
Turkey,4,3,2,130,206147
Turkey,16,2,1,70,210000
Turkey,4,4,3,140,166716
Turkey,3,3,2,95,153778
Turkey,7,3,2,120,163039
Turkey,7,2,1,55,138040
Turkey,7,2,1,65,176442
Turkey,4,2,1,53,143508
Montenegro,13,2,1,49,187858
Turkey,5,1,2,65,144289
Turkey,8,2,1,60,130000
Turkey,8,2,1,51,175835
Turkey,13,1,1,47,174463
Turkey,11,3,2,84,170648
Turkey,3,2,1,57,155081
Turkey,5,2,2,90,151016
Turkey,4,4,3,145,166300
Turkey,5,2,1,70,164126
Turkey,10,3,2,77,185273
Turkey,4,4,3,150,211951
Turkey,2,3,2,127,155431
Turkey,6,4,3,155,173909
Turkey,10,2,1,55,143248
Turkey,5,2,1,47,141301
Turkey,5,2,1,56,168261
Turkey,7,2,2,110,167076
Montenegro,8,3,2,74,216452
Turkey,13,2,1,65,152170
Turkey,30,2,1,80,201082
Turkey,5,3,2,170,226081
Turkey,3,2,1,59,143000
Turkey,9,2,1,60,156518
Turkey,2,2,1,47,143475
Turkey,4,4,3,125,127171
Turkey,11,2,1,57,205000
Turkey,10,3,2,110,143475
Turkey,5,1,2,130,163617
Montenegro,8,2,1,45,216637
Turkey,5,2,1,58,132589
Turkey,5,3,2,100,178256
Turkey,6,2,1,55,197300
Turkey,12,2,1,65,168695
Turkey,5,4,3,144,201082
Turkey,5,4,3,170,222820
Turkey,5,2,1,48,173260
Turkey,8,2,1,52,222221
Turkey,14,2,1,60,177169
Turkey,8,5,4,185,158692
Montenegro,8,2,1,69,334564
Turkey,9,3,2,85,164077
Turkey,5,3,2,105,159778
Turkey,4,2,1,76,185865
Montenegro,8,3,2,70,203144
Turkey,13,2,1,60,152170
Turkey,10,2,1,65,191299
Turkey,5,2,1,70,172822
Turkey,5,1,2,101,169072
Turkey,10,3,2,120,173909
Turkey,12,4,3,151,192386
Turkey,5,2,1,51,141301
Turkey,5,3,2,90,227168
Turkey,10,2,1,65,140214
Turkey,5,3,2,135,188956
Turkey,12,3,2,111,190212
Turkey,5,3,2,76,189503
Turkey,10,3,2,95,206516
Turkey,28,3,2,155,251080
Turkey,37,3,2,125,168474
Turkey,7,3,2,90,253000
Turkey,4,4,3,130,160865
Turkey,9,2,1,48,174452
Turkey,5,3,2,100,151682
Turkey,12,3,2,75,187337
Montenegro,4,3,2,93,328579
Montenegro,7,3,2,75,293471
Montenegro,6,4,3,146,341457
Turkey,8,3,2,115,249993
Turkey,13,3,2,71,281514
Turkey,10,2,1,80,184778
Turkey,11,4,3,130,164126
Turkey,4,4,3,155,164126
Montenegro,11,4,3,205,469953
Turkey,7,3,2,110,249993
Uzbekistan,9,2,1,90,88837
Uzbekistan,12,3,2,68,70784
Uzbekistan,10,2,1,65,67377
Uzbekistan,12,3,2,68,70921
Uzbekistan,12,3,2,68,71057
Uzbekistan,12,3,2,68,70511
Uzbekistan,12,3,2,68,68738
Uzbekistan,9,2,1,65,70576
Uzbekistan,9,2,1,72,55465
Uzbekistan,12,3,2,67,71246
Uzbekistan,9,2,1,85,58196
Uzbekistan,9,1,1,40,60000
Uzbekistan,5,2,2,62,42972
Uzbekistan,5,2,2,53,45321
Uzbekistan,5,2,2,66,45321
Uzbekistan,5,2,2,66,45321
Uzbekistan,5,2,2,49,31413
Uzbekistan,5,2,2,49,31413
Uzbekistan,5,2,2,49,31413
Uzbekistan,5,1,1,44,30467
Uzbekistan,5,2,2,49,29319
Uzbekistan,5,1,1,44,30467
Uzbekistan,5,2,2,49,31413
Uzbekistan,5,2,2,49,31413
Uzbekistan,5,2,2,49,31413
Uzbekistan,5,2,2,62,42972
Uzbekistan,5,2,2,49,29319
Uzbekistan,5,1,1,44,30467
Uzbekistan,5,2,2,49,31413
Uzbekistan,5,1,1,38,26184
Uzbekistan,5,1,1,38,26184
Uzbekistan,5,1,1,38,26184
Uzbekistan,5,2,2,53,31797
Uzbekistan,5,1,1,38,22911
Uzbekistan,5,1,1,38,22911
Uzbekistan,5,1,1,37,23900
Uzbekistan,9,1,1,38,58000
Uzbekistan,5,1,1,36,24595
Uzbekistan,5,1,1,37,23900
Uzbekistan,5,1,1,37,23900
Uzbekistan,5,1,1,37,22307
Uzbekistan,5,1,1,37,23900
Uzbekistan,5,1,1,37,23900
Uzbekistan,5,1,1,37,22307
Uzbekistan,12,3,2,68,69011
Uzbekistan,5,1,1,36,24595
Uzbekistan,5,2,2,66,45321
Uzbekistan,5,1,1,36,24595
Uzbekistan,5,1,1,37,23900
Uzbekistan,5,1,1,37,23900
Uzbekistan,5,1,1,37,23900
Uzbekistan,5,1,1,29,19897
Uzbekistan,5,1,1,29,19897
Uzbekistan,5,2,2,62,42972
Uzbekistan,5,2,2,53,31797
Uzbekistan,5,1,1,29,19897
Uzbekistan,5,2,2,62,42972
Uzbekistan,12,3,2,68,72558
Uzbekistan,5,2,2,49,31413
Uzbekistan,5,2,2,53,31797
Uzbekistan,5,2,2,53,36340
Uzbekistan,5,2,2,62,42972
Uzbekistan,5,2,2,62,42972
Uzbekistan,10,2,1,46,56000
Uzbekistan,12,3,2,68,74604
Uzbekistan,12,2,1,49,56363
Uzbekistan,5,2,2,62,42972
Uzbekistan,5,2,2,53,45321
Uzbekistan,9,2,1,72,55465
Uzbekistan,5,3,2,64,44285
Uzbekistan,5,2,2,53,45321
Uzbekistan,9,1,1,41,62006
Uzbekistan,12,3,2,68,71330
Uzbekistan,10,2,1,65,140229
Uzbekistan,10,2,1,62,150000
Uzbekistan,9,2,1,66,142386
Uzbekistan,10,2,1,62,151853
Uzbekistan,8,1,1,40,125325
Uzbekistan,8,2,2,69,195000
Uzbekistan,11,3,2,88,189848
Uzbekistan,12,1,2,67,175000
Uzbekistan,8,3,3,122,205000
Uzbekistan,10,4,3,108,225000
Uzbekistan,16,3,2,86,265000
Uzbekistan,12,3,2,95,341668
Uzbekistan,10,5,3,200,435000
Uzbekistan,10,3,2,88,189848
Uzbekistan,9,3,2,88,189848
Uzbekistan,9,2,1,75,161803
Uzbekistan,12,2,1,50,135000
Uzbekistan,12,3,2,68,76242
Uzbekistan,13,2,1,74,63000
Uzbekistan,12,3,2,68,72149
Uzbekistan,12,3,2,67,71246
Uzbekistan,12,3,2,68,70784
Uzbekistan,12,3,2,68,72149
Uzbekistan,9,2,1,79,85777
Uzbekistan,9,2,1,70,106067
Uzbekistan,11,2,1,76,89090
Uzbekistan,7,1,1,53,58303
Uzbekistan,9,2,1,90,88837
Uzbekistan,12,3,2,68,73377
Uzbekistan,9,1,1,41,62125
Uzbekistan,12,3,2,68,69284
Uzbekistan,12,3,2,68,75423
Uzbekistan,12,3,2,68,71330
Uzbekistan,12,3,2,68,73786
Turkey,4,3,2,100,151000
Turkey,4,3,2,144,166300
Turkey,5,2,1,49,141301
Turkey,36,3,2,85,199995
Turkey,9,3,2,94,204620
Turkey,11,3,2,120,239124
Turkey,7,6,5,191,256293
Turkey,5,2,1,57,167698
Turkey,12,2,1,49,156518
Turkey,10,3,2,120,213038
Turkey,5,2,1,47,171380
Turkey,6,4,3,122,199065
Montenegro,6,4,3,116,429337
Uzbekistan,11,1,1,40,47380
Turkey,8,3,2,71,210864
Turkey,4,1,1,60,218078
Turkey,4,1,1,62,238960
Turkey,8,4,3,145,221733
Turkey,6,2,1,52,202594
Turkey,8,3,2,110,200000
Turkey,4,2,1,70,196734
Turkey,10,3,2,92,192386
Turkey,3,5,4,220,222820
Turkey,5,2,1,124,210864
Turkey,7,3,2,127,201300
Turkey,3,3,2,95,192386
Turkey,6,3,2,77,185121
Montenegro,4,4,2,95,597810
Turkey,7,3,2,165,169289
Montenegro,4,1,1,81,544180
Montenegro,4,3,2,125,597810
Turkey,4,3,2,115,185865
Turkey,12,3,2,59,178000
Turkey,5,4,3,110,191299
Turkey,10,4,3,150,215212
Uzbekistan,12,3,2,68,75423
Turkey,7,4,3,115,178256
Turkey,9,3,2,110,188039
Turkey,7,3,2,107,194560
Montenegro,8,3,2,115,445641
Uzbekistan,12,3,2,68,68465
Montenegro,7,3,2,130,395642
Turkey,4,4,3,150,192386
Turkey,5,2,1,45,205429
Turkey,15,2,1,80,176082
Turkey,5,2,1,80,380425
Turkey,7,3,2,140,429337
Uzbekistan,12,3,2,68,71057
Turkey,3,3,2,80,245646
Turkey,6,3,2,90,214125
Turkey,25,2,1,83,261950
Turkey,11,3,2,110,239124
Uzbekistan,9,1,1,38,58000
Turkey,4,3,2,80,255000
Turkey,4,3,2,110,224994
Uzbekistan,12,3,2,68,72967
Turkey,5,3,2,80,190212
Turkey,4,4,3,165,298905
Turkey,4,4,3,150,286949
Turkey,13,4,3,199,371729
Montenegro,6,4,3,96,304340
Uzbekistan,12,3,2,68,71057
Uzbekistan,12,3,2,68,71739
Turkey,4,4,3,150,363034
Turkey,6,3,2,95,336948
Turkey,11,3,2,70,300000
Turkey,5,5,4,150,298905
Montenegro,5,5,3,165,456510
Turkey,12,3,2,110,298905
Turkey,6,6,4,315,307601
Turkey,5,3,2,150,302075
Turkey,5,4,3,155,358686
Turkey,4,4,3,180,317383
Turkey,9,3,2,79,302166
Turkey,5,3,2,110,281514
Turkey,11,2,1,74,278254
Turkey,2,2,1,59,296731
Turkey,11,5,4,260,266297
Turkey,12,3,2,95,293471
Turkey,10,4,3,210,271732
Montenegro,8,3,2,70,202605
Montenegro,8,2,1,45,201176
Turkey,8,3,2,86,329779
Turkey,5,3,2,90,304883
Turkey,4,4,3,140,248991
Turkey,9,5,4,165,292384
Turkey,14,2,1,64,256515
Turkey,9,4,3,140,265210
Turkey,10,3,2,115,285862
Turkey,2,4,3,140,327165
Turkey,3,3,2,137,288910
Turkey,14,3,2,116,311948
Turkey,9,3,2,70,314122
Uzbekistan,12,3,2,68,70784
Turkey,20,2,1,53,241298
Turkey,2,3,2,56,309775
Turkey,6,2,1,50,230000
Turkey,6,4,2,147,377164
Turkey,8,2,1,66,275987
Turkey,5,2,1,55,332142
Turkey,4,2,1,72,257330
Turkey,7,3,2,63,250000
Turkey,9,4,3,119,452162
Turkey,30,4,3,169,386946
Turkey,5,3,2,113,432597
Turkey,4,5,4,220,301807
Turkey,2,3,2,100,336948
Turkey,16,3,2,164,416293
Turkey,5,5,4,200,302166
Turkey,11,3,2,116,367382
Turkey,9,3,2,115,293471
Montenegro,10,2,1,50,294163
Montenegro,8,2,1,36,217237
Turkey,10,4,2,136,288036
Turkey,9,3,2,80,327165
Turkey,4,3,2,155,315209
Turkey,15,3,2,136,299992
Turkey,12,2,1,63,330426
Turkey,15,4,3,177,380425
Turkey,25,3,2,90,371729
Uzbekistan,12,3,2,68,70102
Turkey,12,2,1,55,274993
Turkey,48,3,2,91,314122
Turkey,4,2,1,68,232000
Turkey,13,5,4,226,449988
Turkey,2,3,2,100,358686
Turkey,4,4,3,145,331513
Turkey,6,3,2,112,275893
Turkey,13,3,2,110,261950
Turkey,4,3,2,95,391294
Turkey,9,4,3,150,380425
Uzbekistan,12,3,2,68,76242
Montenegro,12,2,1,72,431206
Turkey,4,4,3,120,353252
Turkey,7,4,3,135,274993
Turkey,10,3,2,117,277167
Turkey,4,3,2,95,239124
Turkey,9,3,2,96,365208
Turkey,15,2,1,104,292384
Turkey,7,4,3,161,328252
Turkey,24,3,2,117,355000
Turkey,11,2,1,73,352165
Turkey,14,4,3,134,357599
Turkey,10,5,4,220,311948
Montenegro,5,3,2,90,258725
Turkey,5,4,3,165,160865
Turkey,7,3,2,89,280000
Turkey,3,2,1,62,270645
Turkey,6,4,3,155,315209
Turkey,10,2,1,104,383686
Turkey,5,3,2,95,365208
Turkey,2,3,2,120,296731
Turkey,6,5,4,170,306514
Turkey,14,3,2,85,289123
Turkey,2,2,1,46,201082
Turkey,14,3,2,121,274993
Turkey,3,3,2,85,294558
Turkey,7,4,3,120,298905
Turkey,2,5,4,151,226081
Turkey,5,2,1,48,241298
Turkey,4,4,3,182,296221
Turkey,13,4,3,170,306514
Turkey,13,2,1,60,227168
Montenegro,3,3,2,77,369556
Turkey,15,4,3,178,219423
Turkey,13,3,2,137,193473
Turkey,5,3,2,155,363000
Turkey,9,2,1,87,340861
Turkey,7,2,1,63,313035
Turkey,12,3,2,100,260863
Turkey,4,1,4,220,283603
Turkey,5,3,2,115,238037
Turkey,5,4,3,190,252167
Turkey,6,3,2,95,303253
Turkey,7,2,1,81,282601
Turkey,5,3,2,120,294558
Turkey,12,3,2,110,199995
Turkey,4,6,5,245,240211
Turkey,6,4,3,130,246733
Turkey,5,4,3,165,242385
Turkey,3,2,1,52,235371
Turkey,4,4,3,120,206516
Turkey,15,4,3,110,256515
Turkey,5,3,2,130,320644
Turkey,6,2,1,65,298905
Turkey,8,3,2,140,241298
Uzbekistan,12,3,2,68,75423
Montenegro,11,3,2,73,179302
Turkey,5,3,2,80,243578
Turkey,4,3,2,120,249993
Turkey,14,3,2,103,254341
Turkey,6,3,2,100,271732
Turkey,10,3,2,130,239124
Turkey,5,4,3,98,265826
Turkey,5,3,2,100,310861
Turkey,12,3,2,120,316840
Uzbekistan,9,2,1,79,119705
Uzbekistan,12,3,2,68,74604
Montenegro,8,2,1,45,232162
Turkey,14,3,2,90,228255
Turkey,10,2,1,75,296731
Turkey,3,4,3,141,256515
Turkey,5,3,2,110,215212
Turkey,8,2,1,54,291297
Turkey,3,2,1,70,251080
Turkey,10,3,2,109,256515
Turkey,13,3,2,95,239124
Turkey,6,3,2,74,315000
Turkey,15,5,4,208,291833
Turkey,16,5,4,179,261950
Turkey,5,3,2,93,267894
Turkey,10,3,2,112,260863
Turkey,9,5,4,180,176082
Turkey,5,2,1,58,172822
Turkey,3,4,3,125,293471
Turkey,9,2,1,69,321731
Turkey,9,3,2,78,244332
Uzbekistan,12,3,2,68,73786
Turkey,10,3,2,91,282601
Turkey,7,3,2,110,278254
Turkey,9,3,2,84,228255
Turkey,10,3,2,90,329339
Turkey,5,3,2,89,278492
Turkey,25,6,4,191,281514
Uzbekistan,9,3,2,75,118000
Turkey,4,3,2,95,207603
Turkey,8,4,3,125,275000
Turkey,6,5,4,145,325000
Turkey,5,2,1,55,352165
Turkey,15,5,4,151,324992
Turkey,20,2,1,67,323905
Turkey,21,5,4,230,384773
Turkey,5,5,4,230,316840
Montenegro,3,4,3,100,271732
Montenegro,3,3,2,85,306629
Greece,1,3,2,83,309775
Greece,1,3,2,78,239124
Greece,1,4,3,108,391294
Greece,1,3,2,83,298905
Greece,1,4,3,155,353252
Serbia,6,2,1,48,147271
Serbia,3,2,1,64,82280
Greece,1,4,3,108,358686
Serbia,4,2,1,47,70495
Serbia,4,2,1,47,72102
Greece,1,2,1,50,157605
Greece,1,4,3,142,179343
Greece,1,2,2,82,277167
Greece,1,3,2,83,377164
Greece,1,4,3,90,282601
Greece,1,3,2,70,173909
Greece,1,6,5,180,298905
Greece,1,4,3,130,358686
Greece,1,2,1,61,139127
Greece,1,2,1,45,293471
Greece,1,2,1,88,190212
Greece,1,2,1,60,146735
Greece,1,4,3,110,211951
Greece,1,3,2,83,320644
Greece,5,3,2,106,392463
Greece,1,2,1,65,184778
Greece,1,4,3,106,505422
Greece,1,5,3,120,521726
Greece,1,7,5,225,434771
Greece,1,4,3,110,489118
Greece,1,4,3,145,494552
Greece,2,3,2,90,216842
Greece,1,2,1,52,271732
Greece,1,2,1,50,271732
Greece,2,3,2,74,244559
Greece,1,3,2,90,445641
Greece,3,4,3,113,576072
Greece,2,3,2,62,222820
Greece,1,3,2,83,371729
Greece,1,3,2,100,586941
Greece,1,4,3,117,673895
Greece,1,3,2,50,271732
Greece,1,3,2,93,798892
Greece,1,4,3,162,760850
Greece,1,4,3,157,418467
Greece,1,3,2,92,842369
Greece,1,2,1,98,505422
Greece,1,3,2,102,958671
Greece,1,5,4,185,1195621
Greece,1,3,2,138,1249967
Greece,1,3,2,128,652157
Greece,1,6,5,200,1369529
Greece,1,4,3,112,434771
Greece,1,4,3,106,429337
Greece,1,4,3,90,282601
Greece,1,6,4,246,2402111
Greece,1,5,4,200,2228203
Greece,2,4,3,120,304340
Greece,1,4,3,179,2853186
Greece,1,4,3,137,630418
Greece,1,4,3,125,326078
Greece,1,3,2,66,260863
Greece,2,4,3,120,304340
Greece,1,5,4,262,2662974
Greece,1,3,2,105,597810
Greece,1,4,3,159,2259724
Greece,2,3,2,93,271732
Greece,1,4,3,156,2010817
Greece,1,2,1,70,179343
Greece,1,3,2,80,304340
Greece,1,3,2,113,342382
Greece,1,3,2,100,170648
Greece,1,4,3,100,402163
Greece,1,4,3,100,385860
Greece,1,3,2,60,124997
Greece,1,2,1,61,135866
Greece,1,2,1,40,135866
Greece,1,2,1,62,173909
Greece,1,5,4,100,119562
Greece,1,3,2,89,133692
Greece,1,2,1,52,228255
Greece,1,2,1,58,104345
Greece,1,3,2,72,152170
Greece,1,3,2,80,157605
Greece,1,3,2,88,135866
Greece,1,3,2,75,97824
Greece,1,3,2,71,114127
Greece,1,3,2,76,103258
